,logLikelihood,Gene,AccNum
1404,-18.993334148831952,ATL3,NM_015459
1405,-18.995016235014937,GPAT3,NM_032717
1406,-18.999518196687628,JRK,NM_003724
1407,-19.00130231848113,KIF1BP,NM_015634
1408,-19.001371765336952,CHAC1,NM_024111
1409,-19.00315588713045,NIPSNAP3A,NM_015469
1410,-19.005756668830507,YWHAH,NM_003405
1411,-19.007438755013492,MRPL1,NM_020236
1412,-19.009568532541127,ALDH2,NM_000690
1413,-19.009953073980206,POGZ,NM_015100
1414,-19.01102202116911,GMPR,NM_006877
1415,-19.01135265433463,MAN1B1,NM_016219
1416,-19.01135265433463,C3orf58,NM_173552
1417,-19.01152413680097,NOP56,NM_006392
1418,-19.012725338146602,MRPL50,NM_019051
1419,-19.013206222983953,GOSR2,NM_004287
1420,-19.014124918501025,ERGIC3,NM_198398
1421,-19.01580700468401,GINS2,NM_016095
1422,-19.019720904005148,KIAA0513,NM_001286565
1423,-19.021505025798646,MTMR1,NM_001353990
1424,-19.021505025798646,ASB1,NM_001040445
1425,-19.022706227144283,LRCH4,NM_002319
1426,-19.02295851442663,RPL37A,NM_000998
1427,-19.02377517433319,DYNLL1,NM_001037494
1428,-19.025040680630955,PPAT,NM_002703
1429,-19.025457260516173,ANTXR2,NM_058172
1430,-19.02668957332124,PLOD1,NM_001316320
1431,-19.02710101130277,PLEKHJ1,NM_018049
1432,-19.027310829165494,NIPSNAP1,NM_003634
1433,-19.030289855354383,PRKD2,NM_016457
1434,-19.031074476814798,PSMD2,NM_002808
1435,-19.03667046231892,PTPRJ,NM_002843
1436,-19.03787978051473,KLHL11,NM_018143
1437,-19.039112093319797,MAZ,NM_001042539
1438,-19.039523531301327,RALY,NM_016732
1439,-19.039523531301327,GMEB2,NM_012384
1440,-19.039523531301327,ERI3,NM_024066
1441,-19.039523531301327,DTX3L,NM_138287
1442,-19.041205617484312,CENPB,NM_001810
1443,-19.041307653094826,ZYG11B,NM_024646
1444,-19.041793679835866,ESYT2,NM_020728
1445,-19.041965162302205,R3HCC1,NM_001136108
1446,-19.042124313001384,NSMCE4A,NM_017615
1447,-19.044794541557263,SLC7A6OS,NM_032178
1448,-19.046248030185247,MFAP1,NM_005926
1449,-19.04649220061742,RAB24,NM_001031677
1450,-19.04789178097184,ARHGAP17,NM_001006634
1451,-19.04909298231748,C16orf72,NM_014117
1452,-19.05276271120644,GAB3,NM_001081573
1453,-19.053958770648386,PIGH,NM_004569
1454,-19.056228919182924,NDUFS6,NM_004553
1455,-19.057461231987993,NSUN2,NM_017755
1456,-19.058326658264424,PPT2,NM_005155
1457,-19.058460732321077,TMEM63A,NM_014698
1458,-19.059726238618847,DNAJC9,NM_015190
1459,-19.0603143009704,ARAP1,NM_001040118
1460,-19.06092743996448,BRI3BP,NM_080626
1461,-19.061996387153386,FZR1,NM_016263
1462,-19.067442120985675,C20orf27,NM_001258430
1463,-19.06769440826802,METTL21A,NM_001330133
1464,-19.067923005823026,PIGQ,NM_004204
1465,-19.06851106817458,LSM14B,NM_144703
1466,-19.06851106817458,CDCA8,NM_001256875
1467,-19.07029518996808,NAPB,NM_001283018
1468,-19.07029518996808,HNRNPA1,NM_031157
1469,-19.070295189968082,INO80C,NM_001098817
1470,-19.07256533850262,SPAG7,NM_004890
1471,-19.074891675139117,ZNF768,NM_024671
1472,-19.07547973749067,RTRAF,NM_016039
1473,-19.07547973749067,RIPK2,NM_003821
1474,-19.07581037065619,DSTYK,NM_015375
1475,-19.078491957172258,YTHDF2,NM_016258
1476,-19.078945945467158,POLR2J,NM_006234
1477,-19.08034552582158,HGS,NM_004712
1478,-19.080933588173135,SESN2,NM_031459
1479,-19.084399796149622,GPATCH1,NM_018025
1480,-19.084399796149622,AP5Z1,NM_014855
1481,-19.08563210895469,ICAM5,NM_003259
1482,-19.089514896816393,SIRT1,NM_012238
1483,-19.089995781653744,TOMM34,NM_006809
1484,-19.09016726412008,SF3B6,NM_016047
1485,-19.09276804582014,TPR,NM_003292
1486,-19.09276804582014,GADD45GIP1,NM_052850
1487,-19.09276804582014,ATXN2L,NM_007245
1488,-19.09561299795237,SHQ1,NM_018130
1489,-19.097066486580353,HSBP1,NM_001537
1490,-19.09788314648691,ARFGAP3,NM_014570
1491,-19.09836403132426,DCAF6,NM_001198956
1492,-19.09928272684133,HSP90B1,NM_003299
1493,-19.10014815311776,TFCP2,NM_005653
1494,-19.10014815311776,RBM12,NM_006047
1495,-19.100964813024316,TMX4,NM_021156
1496,-19.10281838167364,PLEKHM2,NM_015164
1497,-19.10365061445737,MRPL16,NM_017840
1498,-19.107116822433856,PHAX,NM_032177
1499,-19.107516902455195,CBX4,NM_003655
1500,-19.10792834043672,RNASEH2A,NM_006397
1501,-19.108932982673494,COPS2,NM_001143887
1502,-19.110198488971264,RPIA,NM_144563
1503,-19.110786551322818,CD164,NM_006016
1504,-19.111117184488336,TIMM22,NM_013337
1505,-19.112178014827066,BLOC1S4,NM_018366
1506,-19.113631503455046,SRRM2,NM_016333
1507,-19.116484572437454,NASP,NM_002482
1508,-19.119085354137514,EXOSC3,NM_016042
1509,-19.120767440320495,HSPA14,NM_001278205
1510,-19.125081419662973,MBD3,NM_001281453
1511,-19.125882540987266,SUPT5H,NM_003169
1512,-19.12821699447394,C16orf62,NM_020314
1513,-19.129135689991013,PGM2,NM_018290
1514,-19.129135689991013,NCLN,NM_020170
1515,-19.129135689991013,KIF13A,NM_001105568
1516,-19.129135689991013,ASL,NM_001024943
1517,-19.138785945823177,U2AF2,NM_007279
1518,-19.140970147638015,ATG14,NM_014924
1519,-19.141039594493837,AGBL5,NM_021831
1520,-19.141386727523233,USP19,NM_001351100
1521,-19.142030977976745,TOR3A,NM_022371
1522,-19.146566133142137,H2AFX,NM_002105
1523,-19.14748482865921,ORAOV1,NM_153451
1524,-19.149754977193748,SMYD5,NM_006062
1525,-19.15277141179232,BUB1,NM_004336
1526,-19.154453497975304,OPN3,NM_014322
1527,-19.154453497975304,OGFR,NM_007346
1528,-19.155906986603288,ACP1,NM_004300
1529,-19.156237619768806,CASP2,NM_032982
1530,-19.15690648693637,CHST12,NM_018641
1531,-19.15730656695771,CDC6,NM_001254
1532,-19.15730656695771,ATP6V0C,NM_001694
1533,-19.15836739729644,WWC2,NM_024949
1534,-19.158507768303345,PRMT1,NM_001536
1535,-19.158988653140693,TMX1,NM_030755
1536,-19.159907348657768,SORD,NM_003104
1537,-19.161589434840753,MYSM1,NM_001085487
1538,-19.16242166762448,MAFG,NM_032711
1539,-19.163233185627348,PPP6R1,NM_014931
1540,-19.164275236273802,SUPT4H1,NM_003168
1541,-19.165503334161887,TRIP11,NM_004239
1542,-19.16728745595539,ADSL,NM_000026
1543,-19.16735690281121,TAF1B,NM_005680
1544,-19.16735690281121,CHCHD3,NM_001317177
1545,-19.167458938421728,HARS,NM_002109
1546,-19.167944965162764,EIF3M,NM_006360
1547,-19.169957684511267,HIF1A,NM_001530
1548,-19.169957684511267,CWC25,NM_017748
1549,-19.173642986277404,FMNL3,NM_175736
1550,-19.177337791808892,SLC25A12,NM_003705
1551,-19.17929339606873,MRPS28,NM_014018
1552,-19.17977942280977,NOP58,NM_015934
1553,-19.18402395529642,PMM1,NM_002676
1554,-19.18402395529642,FSD1L,NM_001145313
1555,-19.18489452347654,SMG6,NM_017575
1556,-19.18749016327291,PLEKHA5,NM_001143821
1557,-19.18797619001395,ACAD10,NM_001136538
1558,-19.188564252365502,RAB6B,NM_016577
1559,-19.189760311807447,HPRT1,NM_000194
1560,-19.18982975866327,THBS1,NM_003246
1561,-19.190992624612516,MAML1,NM_014757
1562,-19.19260526393968,GLYCTK,NM_145262
1563,-19.194074291149924,PIEZO1,NM_001142864
1564,-19.195046894940557,HIBCH,NM_014362
1565,-19.195458332922087,DGUOK,NM_080916
1566,-19.19552777977791,GPAA1,NM_003801
1567,-19.19731190157141,PDZD8,NM_173791
1568,-19.198128561477965,CD109,NM_133493
1569,-19.200973513610197,STAT5A,NM_001288718
1570,-19.202042460799102,ZNF689,NM_138447
1571,-19.202042460799102,CCDC59,NM_014167
1572,-19.203243662144736,POLA2,NM_002689
1573,-19.203724546982087,SSR3,NM_001308197
1574,-19.203724546982087,HPS6,NM_024747
1575,-19.203896029448423,GORASP1,NM_031899
1576,-19.204055180147606,CCDC85B,NM_006848
1577,-19.205508668775586,TTC1,NM_003314
1578,-19.206913391033698,MCM4,NM_005914
1579,-19.20777881731013,ACYP1,NM_001302617
1580,-19.210795251908696,MOB3C,NM_201403
1581,-19.21161191181525,QRSL1,NM_018292
1582,-19.21161191181525,ATP5PB,NM_001688
1583,-19.213396033608753,OGG1,NM_016828
1584,-19.21730993292989,EDC4,NM_014329
1585,-19.218992019112875,NDUFA11,NM_001193375
1586,-19.223446369462255,PARVG,NM_022141
1587,-19.226299438444663,PIGU,NM_080476
1588,-19.226299438444663,GATB,NM_004564
1589,-19.22736026878339,STK10,NM_005990
1590,-19.22736026878339,PREP,NM_002726
1591,-19.227500639790296,GRWD1,NM_031485
1592,-19.2285695869792,RICTOR,NM_001285439
1593,-19.228813757411373,STAMBP,NM_001353976
1594,-19.232483486300335,ALDOA,NM_001355564
1595,-19.233096625294415,DCAF15,NM_138353
1596,-19.23449620564884,POGK,NM_017542
1597,-19.23628032744234,UCK1,NM_001261451
1598,-19.23628032744234,SUDS3,NM_022491
1599,-19.23676635418338,PTMA,NM_001099285
1600,-19.23711256022607,DOCK8,NM_203447
1601,-19.23855047597688,YIPF6,NM_173834
1602,-19.23855047597688,TTC38,NM_017931
1603,-19.23855047597688,NUDT16L1,NM_001193452
1604,-19.23855047597688,LAMTOR3,NM_021970
1605,-19.240194226763478,KMT5A,NM_020382
1606,-19.241010886670033,GINS1,NM_021067
1607,-19.24139542810911,RNF139,NM_007218
1608,-19.24464857711286,AQR,NM_014691
1609,-19.244906006298894,ANPEP,NM_001150
1610,-19.245236639464412,SNU13,NM_005008
1611,-19.24537877428607,GXYLT1,NM_173601
1612,-19.246330663295844,COX5A,NM_004255
1613,-19.246330663295844,C1orf50,NM_024097
1614,-19.246918725647397,MRPS14,NM_022100
1615,-19.24716289607957,PAQR4,NM_152341
1616,-19.250832624968535,CAD,NM_004341
1617,-19.25121716640761,DHX15,NM_001358
1618,-19.25161724642895,MPND,NM_001300862
1619,-19.252616746762033,ECHS1,NM_004092
1620,-19.252686193617855,DNAJC17,NM_018163
1621,-19.25343340666859,HIST1H2AG,NM_021064
1622,-19.25567151675699,LIN7C,NM_018362
1623,-19.256969061500897,AGO2,NM_012154
1624,-19.26098499643255,SEPT6,NM_145799
1625,-19.26159813542663,NUDT9,NM_024047
1626,-19.262186197778185,USP4,NM_003363
1627,-19.265267864315593,TOMM22,NM_020243
1628,-19.268851130471212,BLVRB,NM_000713
1629,-19.272236533631688,NDUFA13,NM_015965
1630,-19.276771688797076,C11orf68,NM_001135635
1631,-19.27677168879708,B4GALT5,NM_004776
1632,-19.277934554746324,RBM41,NM_001324243
1633,-19.27900350193523,PPP1R12B,NM_001331029
1634,-19.27900350193523,DOCK11,NM_144658
1635,-19.280857070584553,ARPC2,NM_152862
1636,-19.281988825074365,PPP3CA,NM_000944
1637,-19.28328636981827,HIST1H1B,NM_005322
1638,-19.284739858446255,TAL1,NM_003189
1639,-19.284739858446255,GNA13,NM_006572
1640,-19.287984890599827,GSDMD,NM_001166237
1641,-19.28857295295138,PYCR2,NM_013328
1642,-19.290735923971717,GSTP1,NM_000852
1643,-19.290837959582234,BLOC1S1,NM_001487
1644,-19.29165461948879,NDUFV1,NM_007103
1645,-19.292039160927867,PHF10,NM_018288
1646,-19.292039160927867,H2AFJ,NM_177925
1647,-19.293108108116773,ARFGAP1,NM_001281482
1648,-19.29343874128229,GINS3,NM_001126129
1649,-19.294790194299758,EIF1AD,NM_001242481
1650,-19.295953060249,TRIM23,NM_001656
1651,-19.29920620925275,STRAP,NM_007178
1652,-19.300888295435733,TAP2,NM_001290043
1653,-19.307787517896006,SPOPL,NM_001001664
1654,-19.30860417780256,SLC7A5,NM_003486
1655,-19.3087756602689,MRGBP,NM_018270
1656,-19.30885646508491,PRPF19,NM_014502
1657,-19.30925654510625,ADAM15,NM_207197
1658,-19.30964108654533,GCDH,NM_000159
1659,-19.31145724678497,SMG9,NM_019108
1660,-19.31145724678497,GLCCI1,NM_138426
1661,-19.31145724678497,CDIPT,NM_006319
1662,-19.311628729251307,PEX5,NM_001131025
1663,-19.312658448130602,SENP6,NM_015571
1664,-19.31364144859981,ZNF444,NM_018337
1665,-19.31509493722779,SPG7,NM_003119
1666,-19.316743829918078,ANXA6,NM_001155
1667,-19.317837853749506,FUCA2,NM_032020
1668,-19.31875654926658,GLMP,NM_001256609
1669,-19.31923743410393,GFOD1,NM_018988
1670,-19.319825496455486,MBTPS2,NM_015884
1671,-19.319825496455486,JAGN1,NM_032492
1672,-19.319825496455486,CTBS,NM_004388
1673,-19.326206103420024,ADORA2B,NM_000676
1674,-19.32840680509874,NDUFA7,NM_005001
1675,-19.32857828756508,HELZ2,NM_001037335
1676,-19.329875832308986,CHUK,NM_001278
1677,-19.331179069265136,HTRA2,NM_013247
1678,-19.331659954102488,NELFE,NM_002904
1679,-19.333930102637026,SERINC3,NM_006811
1680,-19.33450490623472,CLIC4,NM_013943
1681,-19.33450490623472,CCDC32,NM_001080791
1682,-19.334921486119935,SRSF9,NM_003769
1683,-19.335573853423625,SEC61A1,NM_013336
1684,-19.336546457214258,ASF1B,NM_018154
1685,-19.33677505476926,PPP2R5A,NM_006243
1686,-19.33677505476926,MZT2A,NM_001085365
1687,-19.33725593960661,RPS4X,NM_001007
1688,-19.338457140952244,MRC2,NM_006039
1689,-19.339856721306667,PQLC1,NM_025078
1690,-19.341310209934647,UBXN7,NM_015562
1691,-19.343910991634708,MIIP,NM_021933
1692,-19.345554742421303,ACSF2,NM_001288968
1693,-19.345764560284028,MRPL47,NM_020409
1694,-19.345764560284028,EIF2A,NM_032025
1695,-19.346040769162343,MYL12A,NM_001303047
1696,-19.346825390622758,LDLR,NM_000527
1697,-19.346825390622758,C2CD2L,NM_014807
1698,-19.346927426233275,LDLRAP1,NM_015627
1699,-19.347894337811663,PDIA4,NM_004911
1700,-19.349609012749344,POLR2C,NM_032940
1701,-19.350009092770684,SLC27A2,NM_003645
1702,-19.351462581398668,FLYWCH1,NM_001308068
1703,-19.354793560271936,ATAD2B,NM_001354107
1704,-19.35619314062636,ZNF620,NM_175888
1705,-19.35697776208678,URB1,NM_014825
1706,-19.357875226809345,WDR11,NM_018117
1707,-19.357875226809345,HDGF,NM_004494
1708,-19.357875226809345,CRYL1,NM_015974
1709,-19.357977262419862,HTT,NM_002111
1710,-19.358046709275683,C6orf47,NM_021184
1711,-19.36064749097574,POLR2A,NM_000937
1712,-19.36103203241482,PHPT1,NM_001287343
1713,-19.36721608027049,RUNDC1,NM_001321381
1714,-19.3702977468079,EIF3A,NM_003750
1715,-19.371665288716187,AGTRAP,NM_001040197
1716,-19.372081868601402,CCDC94,NM_018074
1717,-19.372081868601402,BRIX1,NM_018321
1718,-19.373142698940132,SPATA5,NM_145207
1719,-19.373142698940132,APIP,NM_015957
1720,-19.373725619388,SLC39A6,NM_012319
1721,-19.37599576792254,ZHX3,NM_015035
1722,-19.377196969268173,HACL1,NM_012260
1723,-19.377849336571863,WDR45B,NM_019613
1724,-19.37817996973738,FASN,NM_004104
1725,-19.382234240065422,SSRP1,NM_003146
1726,-19.383295070404152,CMPK2,NM_207315
1727,-19.385148639053472,CCND2,NM_001759
1728,-19.38556521893869,MAPKAPK5,NM_139078
1729,-19.386046103776042,TSR3,NM_001001410
1730,-19.386634166127596,ZNF513,NM_144631
1731,-19.386964799293114,LYPLAL1,NM_001350628
1732,-19.386964799293114,KIF1C,NM_006612
1733,-19.386964799293114,BAG4,NM_004874
1734,-19.3886468854761,DPH6,NM_001141972
1735,-19.388818367942434,THEM6,NM_016647
1736,-19.390100374104083,STAT1,NM_007315
1737,-19.39334540625765,MIDN,NM_177401
1738,-19.393933468609205,CMTM6,NM_017801
1739,-19.395717590402707,LANCL2,NM_018697
1740,-19.397399676585692,SNAPC3,NM_001039697
1741,-19.398387818958586,NAGLU,NM_000263
1742,-19.398468623774598,TREML2,NM_024807
1743,-19.398468623774598,NFKBIA,NM_020529
1744,-19.398799256940116,RTCA,NM_001130841
1745,-19.398799256940116,EIF2B1,NM_001414
1746,-19.398799256940116,CPNE3,NM_003909
1747,-19.398799256940116,ARIH1,NM_005744
1748,-19.399615916846674,WSB2,NM_018639
1749,-19.401657467826208,SLC38A10,NM_001037984
1750,-19.402922974123978,TCP1,NM_030752
1751,-19.402922974123978,OPA3,NM_025136
1752,-19.403167144556154,SDHAF1,NM_001042631
1753,-19.404983304795792,MGRN1,NM_001142290
1754,-19.40617936423774,SLC22A5,NM_001308122
1755,-19.406767426589294,PEX7,NM_000288
1756,-19.40844951277228,RALGAPA2,NM_020343
1757,-19.408620995238614,UPF1,NM_001297549
1758,-19.408620995238614,CREG1,NM_003851
1759,-19.41253489455975,TFAM,NM_003201
1760,-19.413736095905385,EDEM3,NM_001319960
1761,-19.414216980742736,UBASH3B,NM_032873
1762,-19.416817762442793,PIK3AP1,NM_152309
1763,-19.416817762442793,MSH6,NM_000179
1764,-19.41706193287497,GNL1,NM_005275
1765,-19.417405824794347,DNAJC1,NM_022365
1766,-19.419087910977336,RAB4A,NM_004578
1767,-19.422515783557433,GIT2,NM_057169
1768,-19.423332443463988,MRPL44,NM_022915
1769,-19.423716984903066,SLC8B1,NM_001358345
1770,-19.42518601211331,ATP2A2,NM_170665
1771,-19.42557055355239,TCOF1,NM_001135243
1772,-19.42557055355239,PARP14,NM_017554
1773,-19.42605143838974,RPN2,NM_001324301
1774,-19.429240282441352,QTRT1,NM_031209
1775,-19.430922368624337,ACTR5,NM_024855
1776,-19.431253001789855,E4F1,NM_004424
1777,-19.431338021522848,GSR,NM_000637
1778,-19.432566119410932,THAP11,NM_020457
1779,-19.432566119410932,HDGFL3,NM_016073
1780,-19.43376732075657,RHOB,NM_004040
1781,-19.433938803222905,FDXACB1,NM_138378
1782,-19.435166901110993,FBXO4,NM_033484
1783,-19.43929061829485,STRIP2,NM_020704
1784,-19.441074740088354,PPP2CA,NM_002715
1785,-19.442135570427084,ACADSB,NM_001609
1786,-19.443919692220586,GAS2L1,NM_001278730
1787,-19.44498863940949,UNC13D,NM_199242
1788,-19.446670725592476,CCNE1,NM_001238
1789,-19.447589421109548,SCAND1,NM_016558
1790,-19.447589421109548,CPSF1,NM_013291
1791,-19.44765886796537,EEF1B2,NM_001959
1792,-19.450103740076262,HLA-A,NM_001242758
1793,-19.45335688908001,CHMP4B,NM_176812
1794,-19.45682823896018,PURB,NM_033224
1795,-19.457411159408046,JPT2,NM_144570
1796,-19.461072771446837,MTHFD2,NM_006636
1797,-19.465607926612225,FADS3,NM_021727
1798,-19.465607926612225,COP1,NM_022457
1799,-19.467392048405728,GK5,NM_001039547
1800,-19.46924561705505,NDUFS7,NM_024407
1801,-19.47257659592832,LRRC40,NM_017768
1802,-19.47290722909384,S1PR4,NM_003775
1803,-19.47338811393119,ELOF1,NM_032377
1804,-19.473976176282743,CYBB,NM_000397
1805,-19.47517223572469,GRPEL1,NM_025196
1806,-19.47565826246573,TMCO6,NM_001300980
1807,-19.47744238425923,RPS15,NM_001308226
1808,-19.47744238425923,CUL9,NM_015089
1809,-19.47967419739738,SBDS,NM_016038
1810,-19.48028733639146,BOP1,NM_015201
1811,-19.480458818857798,ZMPSTE24,NM_005857
1812,-19.481356283580364,PSMA7,NM_002792
1813,-19.482728967392337,MOSPD2,NM_152581
1814,-19.483540485395206,TTC21B,NM_024753
1815,-19.48441105357532,CENPC,NM_001812
1816,-19.486871464268475,LAMTOR1,NM_017907
1817,-19.48726412255773,SPRYD4,NM_207344
1818,-19.48924364841353,PPTC7,NM_139283
1819,-19.489724533250882,PSMD3,NM_002809
1820,-19.489724533250882,GCLM,NM_002061
1821,-19.491097217062855,SIRT2,NM_012237
1822,-19.491508655044385,VPS35,NM_018206
1823,-19.491508655044385,TRMT44,NM_152544
1824,-19.491508655044385,TMEM131,NM_015348
1825,-19.491908735065724,INTS3,NM_023015
1826,-19.49199468178542,AKAP8L,NM_014371
1827,-19.492709856390018,ACBD3,NM_022735
1828,-19.49319074122737,PHB,NM_001281715
1829,-19.495632372228247,NCL,NM_005381
1830,-19.499374789083042,SYK,NM_003177
1831,-19.49991524011129,TIMM44,NM_006351
1832,-19.501558990897884,POLD4,NM_021173
1833,-19.501558990897884,FDXR,NM_001258012
1834,-19.50214705324944,ITPRIP,NM_033397
1835,-19.507017983484037,HNRNPD,NM_031370
1836,-19.507883409760463,SLC25A39,NM_001143780
1837,-19.513810028430104,B2M,NM_004048
1838,-19.517895410217577,COQ4,NM_016035
1839,-19.51885244113104,COQ5,NM_032314
1840,-19.519096611563214,MPV17L2,NM_032683
1841,-19.519096611563214,FAM129B,NM_022833
1842,-19.52016555875212,WASHC1,NM_182905
1843,-19.52016555875212,MSN,NM_002444
1844,-19.5207786977462,NISCH,NM_007184
1845,-19.520880733356712,USP39,NM_006590
1846,-19.520950180212534,MRPL32,NM_031903
1847,-19.521949680545617,ZFAND1,NM_024699
1848,-19.523550961912594,XPO4,NM_022459
1849,-19.525815968543444,RRP1,NM_003683
1850,-19.526232548428663,SRP68,NM_014230
1851,-19.528086117077983,URM1,NM_001265582
1852,-19.529329787843242,UBE2K,NM_005339
1853,-19.529558385398243,AGA,NM_000027
1854,-19.530146447749797,PPP1R12C,NM_017607
1855,-19.530546527771136,PRSS57,NM_214710
1856,-19.53233064956464,EXOSC6,NM_058219
1857,-19.532816676305675,VAC14,NM_018052
1858,-19.532816676305675,NVL,NM_002533
1859,-19.534600798099177,RPEL1,NM_001143909
1860,-19.534600798099177,RPE,NM_001318927
1861,-19.534600798099177,KIF15,NM_020242
1862,-19.534600798099177,ATXN7,NM_000333
1863,-19.536244548885776,KHNYN,NM_015299
1864,-19.536244548885776,ATP6V0D1,NM_004691
1865,-19.53744575023141,ACP2,NM_001610
1866,-19.540298819213817,TRA2B,NM_004593
1867,-19.54036826606964,SRFBP1,NM_152546
1868,-19.541569467415272,GDI1,NM_001493
1869,-19.543353589208774,LRCH1,NM_001164211
1870,-19.54442253639768,FCHO2,NM_138782
1871,-19.54442253639768,ABCB7,NM_004299
1872,-19.54499733999537,FAM162A,NM_014367
1873,-19.545239196304234,PXMP4,NM_007238
1874,-19.548565033273814,CEP120,NM_153223
1875,-19.54866706888433,COG5,NM_001161520
1876,-19.549937717085786,CSF1R,NM_001349736
1877,-19.550349155067316,UBA5,NM_024818
1878,-19.550349155067316,PKLR,NM_000298
1879,-19.55093721741887,ABCF1,NM_001025091
1880,-19.55155035641295,ASPSCR1,NM_001251888
1881,-19.55213327686082,PPP5C,NM_006247
1882,-19.55220272371664,PDIA3,NM_005313
1883,-19.553782169551102,EPB41L2,NM_001350299
1884,-19.55430138978484,RPL31,NM_001098577
1885,-19.554403425395357,BUB1B,NM_001211
1886,-19.555635738200426,MUTYH,NM_001128425
1887,-19.558317324716494,FIBP,NM_198897
1888,-19.559330543731914,CCDC88B,NM_032251
1889,-19.559918606083468,SCAF1,NM_021228
1890,-19.562771675065875,PCF11,NM_001346413
1891,-19.562771675065875,CCDC186,NM_001321829
1892,-19.56445376124886,ABHD16A,NM_001177515
1893,-19.566825945393916,PIAS3,NM_006099
1894,-19.570151782363496,LGALS9,NM_009587
1895,-19.570551862384836,KLHL21,NM_001324309
1896,-19.57113992473639,ATG2B,NM_018036
1897,-19.572822010919374,DCAF17,NM_025000
1898,-19.576876281247415,RNF114,NM_018683
1899,-19.576876281247415,MRPS18B,NM_014046
1900,-19.578267744751663,EIF2AK1,NM_014413
1901,-19.578348549567675,RRNAD1,NM_015997
1902,-19.578520032034014,ATOX1,NM_004045
1903,-19.57893661191923,CLINT1,NM_001195555
1904,-19.579108094385568,PDCL,NM_005388
1905,-19.579892715845986,RAD51D,NM_001142571
1906,-19.58072073371273,TAX1BP3,NM_014604
1907,-19.580790180568552,IPP,NM_005897
1908,-19.58157480202897,FN3KRP,NM_024619
1909,-19.582802899917056,TRAP1,NM_016292
1910,-19.584175583729028,SHPK,NM_013276
1911,-19.584758504176897,CHEK1,NM_001114122
1912,-19.587304861589747,ATP1B3,NM_001679
1913,-19.588089483050165,LCMT2,NM_014793
1914,-19.58850092103169,MRPL55,NM_181462
1915,-19.58915843023907,RPL8,NM_001317782
1916,-19.58948906340459,TNPO2,NM_001136195
1917,-19.591171149587574,UBE2J1,NM_016021
1918,-19.592624638215554,EXOSC2,NM_014285
1919,-19.59272667382607,VTA1,NM_016485
1920,-19.595225419915614,ARMC5,NM_024742
1921,-19.59605765269934,SLC25A37,NM_001317812
1922,-19.596286250254344,TNRC18,NM_001080495
1923,-19.59686917070221,DDT,NM_001355
1924,-19.597457233053763,GGH,NM_003878
1925,-19.59913931923675,URB2,NM_001314021
1926,-19.59920876609257,FEM1A,NM_018708
1927,-19.599923940697167,RMDN1,NM_016033
1928,-19.600821405419733,PM20D2,NM_001010853
1929,-19.606924648459398,MBOAT7,NM_024298
1930,-19.607892110346345,DPM2,NM_003863
1931,-19.60896105753525,CLTC,NM_001288653
1932,-19.60918965509025,SPEN,NM_015001
1933,-19.611561839235307,RRM2B,NM_015713
1934,-19.611561839235307,MFSD8,NM_152778
1935,-19.613243925418292,CHMP4A,NM_014169
1936,-19.613888175871804,B3GAT3,NM_001288723
1937,-19.614406791367536,IMPDH2,NM_000884
1938,-19.615428127233134,BRPF1,NM_001319050
1939,-19.61626036001686,BACE2,NM_012105
1940,-19.619758606439486,SPTLC1,NM_006415
1941,-19.6203146303449,ABI2,NM_001282925
1942,-19.6205432278999,USE1,NM_018467
1943,-19.6205432278999,TRAPPC12,NM_016030
1944,-19.62079551518225,HPS3,NM_032383
1945,-19.621612175088806,NOL6,NM_022917
1946,-19.62445712722104,SIRT3,NM_012239
1947,-19.62445712722104,DENND1A,NM_001352964
1948,-19.625249865531632,ATP6V1B2,NM_001693
1949,-19.625526074409944,TGFBI,NM_000358
1950,-19.626829311366095,ZNF142,NM_001105537
1951,-19.627310196203446,RBM28,NM_018077
1952,-19.62851139754908,DDX1,NM_004939
1953,-19.62891147757042,PSME4,NM_014614
1954,-19.629910977903503,CHCHD1,NM_203298
1955,-19.629980424759324,RABGGTA,NM_004581
1956,-19.631764546552827,UXT,NM_153477
1957,-19.631764546552827,HIST3H2BB,NM_175055
1958,-19.631764546552827,ASTE1,NM_014065
1959,-19.632425296870217,ZMYND19,NM_138462
1960,-19.634609498685055,AK2,NM_001319139
1961,-19.636879647219597,TXNL1,NM_004786
1962,-19.637291085201124,STX16,NM_001001433
1963,-19.637291085201124,SCLY,NM_016510
1964,-19.637291085201124,NEU1,NM_000434
1965,-19.637691165222463,NAA40,NM_001300800
1966,-19.637691165222463,MTURN,NM_152793
1967,-19.63827922757402,HSPBAP1,NM_024610
1968,-19.639732716202,PRNP,NM_000311
1969,-19.641745435550504,EMC10,NM_175063
1970,-19.642231462291544,FBXO28,NM_015176
1971,-19.642806265889234,IL10RB,NM_000628
1972,-19.643394328240788,PDCD6,NM_013232
1973,-19.64339432824079,CETN2,NM_004344
1974,-19.64425975451722,DERL2,NM_016041
1975,-19.644659834538558,ERMP1,NM_024896
1976,-19.646929983073097,PNP,NM_000270
1977,-19.647260616238615,CENPX,NM_001330536
1978,-19.647341421054627,AKIRIN1,NM_024595
1979,-19.64792948340618,BTG2,NM_006763
1980,-19.650113685221022,TOPORS,NM_005802
1981,-19.650113685221022,CDR2,NM_001802
1982,-19.650530265106237,UBE2E1,NM_003341
1983,-19.650530265106237,MBTD1,NM_017643
