,logLikelihood,Gene,AccNum
2263,-19.785031545648007,E2F1,NM_005225
2264,-19.78586311482308,MOAP1,NM_022151
2265,-19.785908417118723,GTF2H1,NM_001142307
2266,-19.786147937725545,GMPPB,NM_013334
2267,-19.78814852899034,ASPSCR1,NM_001251888
2268,-19.788364023011216,GBE1,NM_000158
2269,-19.788428494007178,APC,NM_001354895
2270,-19.788969282986606,PDCL,NM_005388
2271,-19.789979531668823,IARS2,NM_018060
2272,-19.79047648120619,SLC25A46,NM_138773
2273,-19.79115373843477,EIF4G2,NM_001172705
2274,-19.791327953933262,TTC13,NM_024525
2275,-19.791344750183786,CLTB,NM_007097
2276,-19.792251542160695,NRBP1,NM_001321357
2277,-19.792532010766404,PCBD2,NM_032151
2278,-19.792590744271838,PPP1R37,NM_019121
2279,-19.792628308132745,MED12,NM_005120
2280,-19.793345421146274,RPRD1B,NM_021215
2281,-19.79409383144275,ROMO1,NM_080748
2282,-19.79482713742557,BRPF1,NM_001319050
2283,-19.79508868478454,GALK1,NM_000154
2284,-19.796532383356375,PAFAH1B3,NM_001145939
2285,-19.79679351519317,ITPRIP,NM_033397
2286,-19.796820641829186,WDR45B,NM_019613
2287,-19.79808215881521,AKR1A1,NM_006066
2288,-19.798664223310695,NUDCD1,NM_032869
2289,-19.798740178680003,SPINT2,NM_021102
2290,-19.798830843259346,ELOB,NM_007108
2291,-19.799308532205153,LCP2,NM_005565
2292,-19.799311382348904,FNBP4,NM_001318339
2293,-19.800317949999815,GOLGA3,NM_005895
2294,-19.800461915517403,ZMAT5,NM_019103
2295,-19.80062089746629,NFKBIA,NM_020529
2296,-19.801480459616446,HOMEZ,NM_020834
2297,-19.801824551629245,ATR,NM_001184
2298,-19.802603014625593,KPNB1,NM_002265
2299,-19.803678613193473,NAPA,NM_003827
2300,-19.804297488668567,XPO7,NM_015024
2301,-19.80542325688234,PLOD3,NM_001084
2302,-19.805501371502338,PRDX4,NM_006406
2303,-19.805778752775495,ITPR2,NM_002223
2304,-19.805833808795118,ARHGEF7,NM_001113511
2305,-19.8063494104744,CCM2,NM_031443
2306,-19.80646571508109,ATRX,NM_000489
2307,-19.80682177703963,CAVIN2,NM_004657
2308,-19.807031674028206,SRSF4,NM_005626
2309,-19.807518862784164,HIGD1A,NM_001099668
2310,-19.809676758435415,RFX5,NM_000449
2311,-19.809875381439127,SNU13,NM_005008
2312,-19.809910189086736,PSMB6,NM_001270481
2313,-19.81001242734353,CLK2,NM_001294338
2314,-19.811083721281666,NARS2,NM_024678
2315,-19.81145347115328,SLC39A6,NM_012319
2316,-19.8114862205207,CACUL1,NM_153810
2317,-19.812117372173397,NR1H2,NM_007121
2318,-19.81436656281547,MAP3K5,NM_005923
2319,-19.814923144055314,ZFP36L1,NM_004926
2320,-19.815510506781433,UBA2,NM_005499
2321,-19.815965045177297,APP,NM_000484
2322,-19.817498686714,PTPN6,NM_002831
2323,-19.817861030174267,PRELID1,NM_013237
2324,-19.81843435032497,TMEM135,NM_022918
2325,-19.81872282487072,CYP51A1,NM_000786
2326,-19.8188348808085,CEP120,NM_153223
2327,-19.819633755636147,MPG,NM_002434
2328,-19.821472092946326,UBE2S,NM_014501
2329,-19.821828473255525,KCTD2,NM_015353
2330,-19.821877589415454,CNEP1R1,NM_153261
2331,-19.821926678198356,ALKBH1,NM_006020
2332,-19.82243124457093,TMBIM4,NM_001282606
2333,-19.82336224884405,KIF5B,NM_004521
2334,-19.823502637963877,AP3S1,NM_001318093
2335,-19.823704550643967,LAT2,NM_032464
2336,-19.825150228890564,PGM2L1,NM_173582
2337,-19.825257893502314,PHF13,NM_153812
2338,-19.826931239779896,PER1,NM_002616
2339,-19.82702669182469,PLXND1,NM_015103
2340,-19.82777550166784,COPS7B,NM_001308381
2341,-19.82910326370636,ROCK1,NM_005406
2342,-19.82983023394363,NMI,NM_004688
2343,-19.832503700717748,MED18,NM_017638
2344,-19.83348207970096,CHCHD3,NM_001317177
2345,-19.83379786419838,RTTN,NM_173630
2346,-19.83426693348043,HMGXB3,NM_014983
2347,-19.8345841001765,JAGN1,NM_032492
2348,-19.83502411098506,NSUN4,NM_199044
2349,-19.838220198497194,YBX3,NM_003651
2350,-19.83892640104738,TIMMDC1,NM_016589
2351,-19.839585921760257,RMDN1,NM_016033
2352,-19.840289684824167,MYBBP1A,NM_014520
2353,-19.841163581585192,SLC12A2,NM_001046
2354,-19.842011014060194,MTHFSD,NM_001159377
2355,-19.843994718650794,BCL11A,NM_022893
2356,-19.844005405201774,SF3B4,NM_005850
2357,-19.844352580279484,ZNHIT2,NM_014205
2358,-19.845589503683964,PIGB,NM_004855
2359,-19.846303997233306,HNRNPAB,NM_031266
2360,-19.846327047298995,UBE2A,NM_003336
2361,-19.846816838779734,ASAH1,NM_177924
2362,-19.848453410696763,EIF3M,NM_006360
2363,-19.851960506684833,TRIM24,NM_015905
2364,-19.852395731736486,PLXNC1,NM_005761
2365,-19.854710976414506,TMPO,NM_001032283
2366,-19.854854556623163,SBNO1,NM_001167856
2367,-19.856400385252574,DERL2,NM_016041
2368,-19.857335505912378,RBM38,NM_001291780
2369,-19.85741826136911,ANKRD13A,NM_033121
2370,-19.85951979368529,URB2,NM_001314021
2371,-19.8599062907958,DLST,NM_001933
2372,-19.86001600904197,FAM199X,NM_207318
2373,-19.86368114404484,GINM1,NM_138785
2374,-19.863942458328015,MEX3B,NM_032246
2375,-19.86419390054984,KDM4B,NM_015015
2376,-19.864251835249938,SH3KBP1,NM_001353891
2377,-19.86435872615032,PLD6,NM_178836
2378,-19.866453875845313,ENG,NM_000118
2379,-19.867811641530757,KLHL22,NM_032775
2380,-19.868297812036595,ERAL1,NM_005702
2381,-19.868941182259245,COPB2,NM_004766
2382,-19.870481930997617,AP5S1,NM_001204446
2383,-19.87087370211644,HEXIM1,NM_006460
2384,-19.870978478782266,HCFC1,NM_005334
2385,-19.871066242744014,KCNH2,NM_000238
2386,-19.87159396114339,RPL38,NM_000999
2387,-19.872161730868548,DCXR,NM_016286
2388,-19.87315683453754,MAGOH,NM_002370
2389,-19.873217038172246,ATP6V1B2,NM_001693
2390,-19.874101598882113,TSPAN5,NM_005723
2391,-19.874288277937477,STX8,NM_004853
2392,-19.874466027637748,DONSON,NM_017613
2393,-19.875195275674336,SDHC,NM_003001
2394,-19.875800747509757,TOR1B,NM_014506
2395,-19.87591082932518,RAD18,NM_020165
2396,-19.8761899264495,RERE,NM_012102
2397,-19.876426973461818,NDUFS2,NM_001166159
2398,-19.87703789910458,MLX,NM_170607
2399,-19.87718327154027,NAXD,NM_018210
2400,-19.877291985888796,RAD54L2,NM_001322253
2401,-19.878097830366652,HDAC5,NM_001015053
2402,-19.879111847037912,MAP2K4,NM_001281435
2403,-19.879207804476735,NDST2,NM_003635
2404,-19.880030535990983,PHF23,NM_024297
2405,-19.880713401441675,LYSMD2,NM_153374
2406,-19.88193895697524,USP32,NM_032582
2407,-19.882203442008443,TOR1AIP1,NM_001267578
2408,-19.882525417405972,UHMK1,NM_175866
2409,-19.882715166849884,CISD2,NM_001008388
2410,-19.882723948258143,RNF139,NM_007218
2411,-19.88315192325729,MRPL42,NM_172177
2412,-19.88519142292112,ASB1,NM_001040445
2413,-19.885569080601766,RAC2,NM_002872
2414,-19.885849111030605,BACE2,NM_012105
2415,-19.886505371661567,MROH1,NM_032450
2416,-19.8867018068971,NSRP1,NM_032141
2417,-19.88693529652985,PPP1R18,NM_133471
2418,-19.887719227224867,NEK4,NM_003157
2419,-19.889140989154605,MGAT1,NM_001114618
2420,-19.889755769590984,TAPBP,NM_003190
2421,-19.890383763481648,DDT,NM_001355
2422,-19.892819748351716,HNRNPC,NM_031314
2423,-19.893696922464002,PRKAB1,NM_006253
2424,-19.894034044286744,DNPH1,NM_199184
2425,-19.894747650636198,PSMD7,NM_002811
2426,-19.894793194220295,SURF6,NM_006753
2427,-19.895203867283268,MXD4,NM_006454
2428,-19.89592324625812,TMEM63A,NM_014698
2429,-19.89708565424527,MIER3,NM_001297598
2430,-19.898683165337662,SMPD2,NM_003080
2431,-19.89940555413697,TIMM10B,NM_012192
2432,-19.901937959086677,PNPO,NM_018129
2433,-19.902253710024084,RAB4B,NM_016154
2434,-19.904156577453712,PQLC2,NM_001040125
2435,-19.904711904173755,MVP,NM_017458
2436,-19.904749582368925,BUB1B,NM_001211
2437,-19.90542013890238,ZBTB11,NM_014415
2438,-19.906626965836967,UBAC1,NM_016172
2439,-19.907500600940956,ARHGAP19,NM_032900
2440,-19.90772025495539,ISOC2,NM_024710
2441,-19.909301864355772,CAT,NM_001752
2442,-19.910647397753078,WDR26,NM_025160
2443,-19.910866367364886,IRF1,NM_002198
2444,-19.911064862673427,CD82,NM_002231
2445,-19.91123725289724,SLF1,NM_032290
2446,-19.911300720467356,PDZD11,NM_016484
2447,-19.911517466853514,TBC1D23,NM_001199198
2448,-19.911624400033606,NOL7,NM_016167
2449,-19.911895743728035,DESI2,NM_016076
2450,-19.912321433395228,NGDN,NM_015514
2451,-19.91356368720075,NKAP,NM_024528
2452,-19.913883232686665,WDR12,NM_018256
2453,-19.917162669570633,MSH3,NM_002439
2454,-19.917213006834096,ZNF473,NM_015428
2455,-19.91736688481992,MARCH6,NM_005885
2456,-19.918723990099224,STK26,NM_016542
2457,-19.919368341329253,KIT,NM_000222
2458,-19.91938196644474,NDUFA11,NM_001193375
2459,-19.919409628660024,YY1AP1,NM_001198903
2460,-19.920957593086587,LIPT1,NM_001204830
2461,-19.92167411908463,PIP5K1A,NM_001135638
2462,-19.922116386229074,AKT2,NM_001626
2463,-19.922202565452093,EAPP,NM_018453
2464,-19.92274661651893,TNIP2,NM_024309
2465,-19.924009396125488,MRPL19,NM_014763
2466,-19.924682813115965,DDI2,NM_032341
2467,-19.925235868820614,ZNF263,NM_005741
2468,-19.927969688182586,CCDC61,NM_001267723
2469,-19.928425474407696,UNC45A,NM_001039675
2470,-19.928883520279573,TTC5,NM_138376
2471,-19.929273783531606,UBASH3A,NM_018961
2472,-19.931422246583352,FLVCR1,NM_014053
2473,-19.931476121525918,KATNB1,NM_005886
2474,-19.932048667612545,ZSCAN22,NM_181846
2475,-19.934270011693208,RPS4Y1,NM_001008
2476,-19.934464537682526,XYLT2,NM_022167
2477,-19.93582939045245,ADRM1,NM_007002
2478,-19.936093552380846,PSIP1,NM_033222
2479,-19.93692054181811,RAD54L,NM_003579
2480,-19.937356117729284,EMC3,NM_018447
2481,-19.93791403847658,HGS,NM_004712
2482,-19.937915475912295,MBD2,NM_003927
2483,-19.93884773347428,EGLN2,NM_053046
2484,-19.939613900088137,B2M,NM_004048
2485,-19.939655493384855,NTMT1,NM_001286796
2486,-19.93987288783261,PARG,NM_003631
2487,-19.94008634923404,EDC4,NM_014329
2488,-19.940552236613854,KPTN,NM_007059
2489,-19.941152603508236,RB1,NM_000321
2490,-19.941279422586504,SEMA4A,NM_022367
2491,-19.941597709955207,BSG,NM_001728
2492,-19.9425750920158,CCNB1,NM_031966
2493,-19.94287292661034,UCKL1,NM_001193379
2494,-19.944593435427137,ERMP1,NM_024896
2495,-19.945954818562942,LIN9,NM_173083
2496,-19.947386257994292,SIDT2,NM_001040455
2497,-19.94809599453344,SPAG9,NM_001130528
2498,-19.9488866976166,FDFT1,NM_001287742
2499,-19.94948670940724,PPP4R1,NM_001042388
2500,-19.95045556071239,ECI1,NM_001919
2501,-19.952882225895593,ZSWIM8,NM_015037
2502,-19.953341552678406,GMPR,NM_006877
2503,-19.95387444871538,CCDC50,NM_178335
2504,-19.95458207826112,SLC1A4,NM_003038
2505,-19.954798060573733,OSTF1,NM_012383
2506,-19.95657294960994,RAB3GAP1,NM_001172435
2507,-19.956639590587802,NFATC3,NM_004555
2508,-19.95689329453863,EIF4EBP2,NM_004096
2509,-19.95916211749241,LIMS1,NM_001193485
2510,-19.959919353904073,PRRC2A,NM_004638
2511,-19.96142258558212,CENPE,NM_001813
2512,-19.962270151361455,GSR,NM_000637
2513,-19.964042995659288,RGS10,NM_001005339
2514,-19.964335649266197,KLHDC2,NM_014315
2515,-19.966738916510742,NDUFB8,NM_001284367
2516,-19.9669440164312,ABT1,NM_013375
2517,-19.967645288530097,RPL31,NM_001098577
2518,-19.968225515905985,CYBB,NM_000397
2519,-19.969212154391478,USP24,NM_015306
2520,-19.971287230321273,SLC30A1,NM_021194
2521,-19.971842644853826,TMEM110-MUSTN1,NM_001198974
2522,-19.973881667967028,API5,NM_001142930
2523,-19.97474101661553,ORC1,NM_004153
2524,-19.97486424428242,EEF1B2,NM_001959
2525,-19.974997123489036,NAMPT,NM_005746
2526,-19.97658731624368,PHLPP1,NM_194449
2527,-19.976589622505887,GDPD5,NM_001351167
2528,-19.97711707606258,CRELD2,NM_001135101
2529,-19.977738039812166,PARP15,NM_001113523
2530,-19.97811056608308,C11orf58,NM_014267
2531,-19.978679055081816,EIF3I,NM_003757
2532,-19.97945223636439,ATOX1,NM_004045
2533,-19.980234818763627,EXO5,NM_001346946
2534,-19.98036616275107,DCAF12,NM_015397
2535,-19.980544499712796,SPC24,NM_001317033
2536,-19.981104429263503,WWOX,NM_016373
2537,-19.98160182889449,SYNJ2,NM_003898
2538,-19.981910455075592,MINDY4,NM_032222
2539,-19.983593118912264,MRPL32,NM_031903
2540,-19.985722377808507,CBX7,NM_175709
2541,-19.9864894891415,KAT7,NM_007067
2542,-19.987204198904365,DSCC1,NM_024094
2543,-19.98748948218263,CAB39,NM_001130849
2544,-19.989888281646724,HLA-F,NM_001098479
2545,-19.99041143139413,NANP,NM_152667
2546,-19.991001034143885,KANSL1L,NM_152519
2547,-19.99146956171449,ARF4,NM_001660
2548,-19.993611214573498,TRIM4,NM_033017
2549,-19.996175753660363,SGO1,NM_001199251
2550,-19.996375540061702,SFT2D1,NM_145169
2551,-19.99717554017773,MRPL39,NM_080794
2552,-19.99719135741727,ARHGDIA,NM_001185077
2553,-19.998326692410252,TUBGCP6,NM_020461
2554,-19.998434789111595,ABCC4,NM_005845
2555,-19.9989435429443,NFATC1,NM_001278669
2556,-19.999546729474606,LAMTOR5,NM_006402
2557,-19.999978586201664,DEPDC1B,NM_018369
2558,-20.00045898667217,FSD1L,NM_001145313
2559,-20.000462033398946,CDC40,NM_015891
2560,-20.000548349407772,UBE2B,NM_003337
2561,-20.001748149026078,CEBPA,NM_001287435
2562,-20.001979887194842,TAF3,NM_031923
2563,-20.00259613091143,TMEM256,NM_152766
2564,-20.003627068970903,CARS,NM_001194997
2565,-20.00366881125443,TRIP11,NM_004239
2566,-20.003860878890865,SORBS1,NM_001290294
2567,-20.004970914601596,MTMR9,NM_015458
2568,-20.006597258560202,C12orf57,NM_001301838
2569,-20.00724800062204,RGCC,NM_014059
2570,-20.00776771937602,ARHGEF1,NM_199002
2571,-20.00947750910136,CSTB,NM_000100
2572,-20.009494203097045,HUS1,NM_004507
2573,-20.00969314228535,MRPL12,NM_002949
2574,-20.01006163323702,SNRNP25,NM_024571
2575,-20.012411258970683,NR2C2AP,NM_176880
2576,-20.01285923073876,PLAUR,NM_002659
2577,-20.01394559588099,OXLD1,NM_001304999
2578,-20.015613722636484,FUK,NM_145059
2579,-20.01580660165869,RBM19,NM_001146699
2580,-20.01732362401472,YIF1B,NM_001145463
2581,-20.017512327581596,PLEKHJ1,NM_018049
2582,-20.019218685673557,NTHL1,NM_002528
2583,-20.02108107640771,NEMF,NM_004713
2584,-20.021372934382907,GTPBP4,NM_012341
2585,-20.02205939974006,CACTIN,NM_001080543
2586,-20.023252947285332,MCUR1,NM_001031713
2587,-20.02360259918232,EIF3F,NM_003754
2588,-20.026305718433022,IPO8,NM_006390
2589,-20.026683685636776,ZNF268,NM_152943
2590,-20.027436015861987,MMP14,NM_004995
2591,-20.02797862186009,R3HDM4,NM_138774
2592,-20.029005921162977,NAPG,NM_003826
2593,-20.02914254957751,ACD,NM_001082486
2594,-20.029700280126658,AK1,NM_000476
2595,-20.030428808421625,DNA2,NM_001080449
2596,-20.030698327267746,NDUFA10,NM_004544
2597,-20.031713487143737,PBDC1,NM_016500
2598,-20.032031233267258,CHCHD1,NM_203298
2599,-20.033300214445337,NUDT21,NM_007006
2600,-20.03379226643073,ATP13A1,NM_020410
2601,-20.034932963399687,CHP1,NM_007236
2602,-20.036977790500508,RAB3GAP2,NM_012414
2603,-20.037156833849203,TBC1D24,NM_001199107
2604,-20.037228408017405,MRPS36,NM_033281
2605,-20.037243353194796,RBBP7,NM_002893
2606,-20.03891145348596,PWWP2A,NM_001349732
2607,-20.039357683189717,ALDH2,NM_000690
2608,-20.040558400089633,UBN1,NM_001079514
2609,-20.040880660964362,MAN2B1,NM_000528
2610,-20.04170943864933,LRRC45,NM_144999
2611,-20.042505143525837,FARSA,NM_004461
2612,-20.04279863052384,SNAP47,NM_001323935
2613,-20.0441531089561,NEURL1B,NM_001142651
2614,-20.044221955828597,MED21,NM_004264
2615,-20.045076311621514,TOP3B,NM_001349852
2616,-20.045901707337443,NUP85,NM_024844
2617,-20.045978604251584,IKZF1,NM_006060
2618,-20.046217210388313,BRPF3,NM_015695
2619,-20.047032838999204,AP2M1,NM_001025205
2620,-20.048065873241192,HIF1A,NM_001530
2621,-20.049286951824183,TRAPPC9,NM_031466
2622,-20.049577020935082,ZNF219,NM_016423
2623,-20.049773093765513,MTAP,NM_002451
2624,-20.0509989560587,MTREX,NM_015360
2625,-20.0514988317841,MOSPD2,NM_152581
2626,-20.052436368578217,FAM129B,NM_022833
2627,-20.05429459519594,NFS1,NM_021100
2628,-20.05437922092224,ZNF416,NM_017879
2629,-20.05624794192979,LARS,NM_020117
2630,-20.05753178705103,TXNDC15,NM_024715
2631,-20.057631195709856,GALE,NM_000403
2632,-20.058151847323714,ASRGL1,NM_001083926
2633,-20.05831784141405,SHQ1,NM_018130
2634,-20.058642356061505,KIF13B,NM_015254
2635,-20.059528657499936,MAD2L2,NM_001127325
2636,-20.059711133948674,HIRIP3,NM_003609
2637,-20.06016838148107,TIMP1,NM_003254
2638,-20.061146936412108,MCMBP,NM_024834
2639,-20.06140847145434,ARGLU1,NM_018011
2640,-20.062110363542963,FEM1A,NM_018708
2641,-20.062509179285286,TATDN2,NM_014760
2642,-20.062657642204996,WNK1,NM_001184985
2643,-20.063765343929415,IDH3B,NM_006899
2644,-20.06423175728344,PDE6D,NM_002601
2645,-20.064609729162594,KMT5A,NM_020382
2646,-20.066790106429917,CD151,NM_004357
2647,-20.068801203956117,PGPEP1,NM_001329478
2648,-20.070002377226775,MIEF2,NM_139162
2649,-20.070394776256105,ABHD10,NM_001272069
2650,-20.070700664533895,MBOAT1,NM_001080480
2651,-20.070994731015816,DYNC1LI2,NM_001323955
2652,-20.072694764731718,CCDC88C,NM_001080414
2653,-20.073187066175745,MRPS23,NM_016070
2654,-20.074143241403085,BIRC6,NM_016252
2655,-20.07501564230882,IMMT,NM_006839
2656,-20.075463303892928,NOL6,NM_022917
2657,-20.075651076213408,TFAM,NM_003201
2658,-20.076508866240797,ADAM17,NM_003183
2659,-20.076673989829285,IRF8,NM_002163
2660,-20.07698915523892,GCHFR,NM_005258
2661,-20.077514430935484,GOLGA7,NM_001002296
2662,-20.07878413977568,PANK3,NM_024594
2663,-20.07884573327152,RFXAP,NM_000538
2664,-20.080028912088302,TOR1AIP2,NM_001349935
2665,-20.080098093217796,WDR45,NM_007075
2666,-20.080683636821067,ARFIP2,NM_001242854
2667,-20.080809315838614,ZXDC,NM_001040653
2668,-20.082648710610936,XPOT,NM_007235
2669,-20.082687811222534,RPA1,NM_001355120
2670,-20.082868745123815,COL18A1,NM_130444
2671,-20.083734078379443,HCFC2,NM_013320
2672,-20.084164787962585,ALDH3A2,NM_001031806
2673,-20.08445287044007,RBM28,NM_018077
2674,-20.087015932595293,ELK1,NM_001114123
2675,-20.0874572084063,COQ2,NM_015697
2676,-20.08750921731215,GLE1,NM_001003722
2677,-20.088175908194415,CUL9,NM_015089
2678,-20.088204449463817,AKIP1,NM_020642
2679,-20.08892143132661,RNF8,NM_003958
2680,-20.089614863257083,H2AFX,NM_002105
2681,-20.08962910330151,CD99L2,NM_001242614
2682,-20.08989546267157,FARSB,NM_005687
2683,-20.090369348661028,LAT,NM_014387
2684,-20.09080911308593,KHNYN,NM_015299
2685,-20.091860921997654,MAPK8IP3,NM_001318852
2686,-20.093057292187655,HLA-DPA1,NM_001242524
2687,-20.0941910216954,GALC,NM_000153
2688,-20.09447404336193,BRD7,NM_001173984
2689,-20.094803970527444,TNFRSF14,NM_003820
2690,-20.094808663126525,NARFL,NM_001304799
2691,-20.095379405284884,RPL10,NM_001303625
2692,-20.095893478932314,SLC12A6,NM_001042496
2693,-20.09615971809342,PDS5A,NM_001100399
2694,-20.098397946290053,CCDC32,NM_001080791
2695,-20.098887844477904,PTPN12,NM_002835
2696,-20.09997417331203,ZNF557,NM_024341
2697,-20.10000700143042,TEDC2,NM_025108
2698,-20.102109416654937,RMND5A,NM_022780
2699,-20.10316128865324,RPS13,NM_001017
2700,-20.10351401335911,TGFBR2,NM_001024847
2701,-20.10416353050117,ATG4B,NM_178326
2702,-20.10449037527281,ACTN4,NM_004924
2703,-20.105152408379276,ZGPAT,NM_032527
2704,-20.106020083955016,PKIG,NM_001281444
2705,-20.106456597401753,CLPP,NM_006012
2706,-20.10733907668704,NDUFA13,NM_015965
2707,-20.10734374025358,LRRC59,NM_018509
2708,-20.10754086040978,RBM48,NM_032120
2709,-20.10855530626994,STK38,NM_007271
2710,-20.10927830641133,TNKS2,NM_025235
2711,-20.109884721199908,IER2,NM_004907
2712,-20.11017975870044,IPP,NM_005897
2713,-20.11083307184881,AK2,NM_001319139
2714,-20.111147788813454,RP9,NM_203288
2715,-20.111165951355957,MRM1,NM_024864
2716,-20.111563155796286,TMA16,NM_018352
2717,-20.112413398226376,METTL21A,NM_001330133
2718,-20.112648223040637,ZADH2,NM_175907
2719,-20.114311681538467,DRG1,NM_004147
2720,-20.11512151831886,PPP1R15A,NM_014330
2721,-20.115313400783833,PRMT5,NM_001039619
2722,-20.11738155981936,BTRC,NM_033637
2723,-20.118101211631796,MAP3K11,NM_002419
2724,-20.119451626622748,ELOVL1,NM_001256399
2725,-20.12098663410679,UBASH3B,NM_032873
2726,-20.122813616175552,ZBTB9,NM_152735
2727,-20.123438783333754,SUV39H2,NM_001193424
2728,-20.124007761191958,RBL2,NM_005611
2729,-20.12417551971716,S100A4,NM_019554
2730,-20.125796602064163,ZDHHC2,NM_016353
2731,-20.127225221686544,RPL29,NM_000992
2732,-20.127832935094542,RNGTT,NM_003800
2733,-20.1284097558743,PPP2CA,NM_002715
2734,-20.12976598635166,FOXRED2,NM_024955
2735,-20.129968255480286,MAZ,NM_001042539
2736,-20.13038365808267,PWP2,NM_005049
2737,-20.13083464156816,ZNF451,NM_001257273
2738,-20.13083464156816,KIAA1586,NM_020931
2739,-20.131394422213393,HSPA14,NM_001278205
2740,-20.133279773820636,RPL6,NM_001320141
2741,-20.133827408303073,SLC39A7,NM_006979
2742,-20.133850397049354,FANCL,NM_001114636
2743,-20.13614819988857,AAMP,NM_001302545
2744,-20.136297962077307,GPS1,NM_001330541
2745,-20.13648599392817,MBTPS2,NM_015884
2746,-20.136613597604892,GON7,NM_032490
2747,-20.13736009400733,IQGAP3,NM_178229
2748,-20.137921745417334,NIPAL3,NM_001322855
2749,-20.138567212814074,FNIP1,NM_133372
2750,-20.13954255083273,WDR11,NM_018117
2751,-20.141391503575836,CENPA,NM_001809
2752,-20.141403409368706,AKAP1,NM_001242903
2753,-20.14198579138294,HMOX2,NM_001286270
2754,-20.143619009612586,MRPS25,NM_022497
2755,-20.14370874407895,ZNF805,NM_001023563
2756,-20.144935695456955,MFSD6,NM_017694
2757,-20.145595520751737,NEIL3,NM_018248
2758,-20.146130614224163,SAFB,NM_001201338
2759,-20.14680579801151,ACBD5,NM_001352579
2760,-20.147017281792657,NPHP4,NM_015102
2761,-20.147115821745242,JMJD1C,NM_032776
2762,-20.147567293012344,PYM1,NM_032345
2763,-20.148946706271786,LANCL3,NM_198511
2764,-20.149020631069263,COPS2,NM_001143887
2765,-20.15068301727859,NRM,NM_007243
2766,-20.151071955192762,RPAIN,NM_001160243
2767,-20.15132590491335,GNG5,NM_005274
2768,-20.15169478487326,PEX11B,NM_003846
2769,-20.152987881091477,SSBP4,NM_032627
2770,-20.153415016395734,ZNF346,NM_012279
2771,-20.154618031783567,FBL,NM_001436
2772,-20.15640453490987,SRFBP1,NM_152546
2773,-20.156778491099335,PPARA,NM_005036
2774,-20.15716333214033,NDUFB11,NM_019056
2775,-20.157864766062378,CUL3,NM_003590
2776,-20.158205744716213,ZNF549,NM_001199295
2777,-20.16089392804377,SIRT1,NM_012238
2778,-20.16110223756573,HAGH,NM_001040427
2779,-20.16116053112661,ASXL2,NM_018263
2780,-20.161845668246468,SERTAD3,NM_013368
2781,-20.164174549000418,DENND1A,NM_001352964
2782,-20.164646986786337,SYAP1,NM_032796
2783,-20.165108751025624,MYO9B,NM_001130065
2784,-20.165854102622752,TAF6,NM_005641
2785,-20.16602497082603,SCARB1,NM_005505
2786,-20.16642794088286,KIF20A,NM_005733
2787,-20.16773065407555,HAUS8,NM_033417
2788,-20.167914145365835,ITGA4,NM_000885
2789,-20.168979855545334,ITGA2B,NM_000419
2790,-20.169670288680273,C17orf75,NM_022344
2791,-20.1707512695914,LACTB2,NM_016027
2792,-20.171074518055008,TBRG4,NM_004749
2793,-20.17243055777208,MEF2D,NM_005920
2794,-20.17243720032753,GCDH,NM_000159
2795,-20.175225298480644,RHOF,NM_019034
2796,-20.17523748238449,UTRN,NM_007124
2797,-20.1764470398894,NMNAT3,NM_001320513
2798,-20.176584341054166,PPTC7,NM_139283
2799,-20.176734324190672,NIPAL2,NM_024759
2800,-20.178172148038634,SNRK,NM_017719
2801,-20.17833097668995,ZNF256,NM_005773
2802,-20.179260212798766,COPE,NM_001330469
2803,-20.18021978247759,TRADD,NM_001323552
2804,-20.1817514108099,APOL2,NM_145637
2805,-20.18220449599369,HDHD3,NM_031219
2806,-20.182611542837204,TPRA1,NM_001353004
2807,-20.18290531177422,SYPL1,NM_006754
2808,-20.18355358068772,GPATCH3,NM_022078
2809,-20.184259605851498,PSME4,NM_014614
2810,-20.184953344644647,WDR77,NM_001317062
2811,-20.185710019831575,BLMH,NM_000386
2812,-20.18573496167716,SPHK1,NM_182965
2813,-20.1857503343616,MFSD11,NM_001242532
2814,-20.186472276591303,ITGB2,NM_000211
2815,-20.187667847769447,CRTC2,NM_181715
2816,-20.188451800324017,TBL2,NM_012453
2817,-20.188715988234293,SEC61A2,NM_018144
2818,-20.190419074001408,MIF4GD,NM_001242498
2819,-20.190552587780573,GANC,NM_198141
2820,-20.190637908477044,POP7,NM_005837
2821,-20.191477023856187,TBC1D17,NM_024682
2822,-20.1915652471494,CEP97,NM_024548
2823,-20.19167616916904,ABR,NM_001322841
2824,-20.19204892204151,ST7,NM_021908
2825,-20.193317456369222,TNPO2,NM_001136195
2826,-20.193329397238706,PLK1,NM_005030
2827,-20.196602186731862,KDM2B,NM_032590
2828,-20.19701560502804,NOMO2,NM_173614
2829,-20.19701560502804,NOMO1,NM_014287
2830,-20.198268075526556,MTMR12,NM_001040446
2831,-20.19860574712471,CASC3,NM_007359
2832,-20.19875098607064,CD58,NM_001144822
2833,-20.200539715759408,TRIM23,NM_001656
2834,-20.20178257362634,NSUN5,NM_018044
2835,-20.203118852142563,SLC3A2,NM_001012662
2836,-20.20329924859595,RDH11,NM_016026
2837,-20.204763201764475,CUEDC2,NM_024040
2838,-20.20584163558789,N6AMT1,NM_013240
2839,-20.206079161191276,CCS,NM_005125
2840,-20.207373505929926,CDC27,NM_001114091
2841,-20.207746781943214,SAMD4B,NM_018028
