AccNum,Efficiency
NM_001348041,87
NM_012430,84
NM_138414,110
NM_024649,122
NM_031885,116
NM_152384,88
NM_033028,110
NM_176824,91
NM_181581,67
NM_005478,97
NM_001276713,76
NM_006499,76
NM_024093,122
NM_182626,65
NM_001001919,NaN
NM_032411,91
NM_007036,91
NM_001348758,80
NM_001004052,NaN
NM_001972,104
NM_007179,65
NM_018238,101
NM_001191033,91
NM_001184889,82
NM_144599,104
NM_001130445,76
NM_001145642,99
NM_000027,113
NM_015849,97
NM_004077,97
NM_181718,31
NM_007217,38
NM_014976,105
NM_000029,68
NM_001287591,71
NM_199328,118
NM_022551,79
NM_005207,79
NM_001355425,NaN
NM_004212,75
NM_006218,70
NM_001303506,79
NM_004213,67
NM_000311,128
NM_002649,62
NM_023072,63
NM_020883,114
NM_020928,NaN
NM_001042697,97
NM_080603,40
NM_182521,90
NM_001305043,114
NM_012409,84
NM_001329722,72
NM_016510,46
NM_015037,60
NM_199341,86
NM_001136216,80
NM_003013,104
NM_001348077,75
NM_001288631,51
NM_005315,NaN
NM_014935,86
NM_001271664,98
NM_000511,99
NM_174911,107
NM_032305,106
NM_001346693,75
NM_000025,124
NM_003012,85
NM_005651,92
NM_001001522,110
NM_002647,105
NM_001011717,100
NM_001317998,132
NM_000979,100
NM_138330,107
NM_001039891,114
NM_024836,115
NM_001321376,81
NM_033213,74
NM_017851,78
NM_001320415,105
NM_017554,134
NM_001113523,134
NM_001142725,135
NM_024066,109
NM_001317895,106
NM_001354636,52
NM_182530,74
NM_080600,84
NM_001031804,138
NM_001303274,87
NM_001242957,108
NM_017418,95
NM_002371,111
NM_001099686,84
NM_175858,100
NM_001330221,87
NM_001004450,NaN
NM_001031806,67
NM_153717,97
NM_001355230,74
NM_001204366,103
NM_001142443,102
NM_001267598,75
NM_000212,85
NM_014329,90
NM_181611,92
NM_001135995,73
NM_001242891,81
NM_001323307,101
NM_021813,79
NM_206866,94
NM_032801,110
NM_001005517,NaN
NM_001330553,78
NM_016069,105
NM_001500,106
NM_205834,126
NM_001145437,91
NM_018639,62
NM_001308086,96
NM_001035003,89
NM_013434,114
NM_014591,77
NM_001278340,100
NM_006412,64
NM_198464,88
NM_001080492,58
NM_214710,100
NM_001195129,105
NM_013270,94
NM_001039503,NaN
NM_001145659,NaN
NM_004821,100
NM_033055,NaN
NM_002437,104
NM_000088,114
NM_004053,74
NM_024674,109
NM_021732,103
NM_153244,68
NM_025098,75
NM_178176,115
NM_058165,79
NM_203390,119
NM_031935,97
NM_013366,114
NM_016237,91
NM_001286756,86
NM_016238,NaN
NM_001195520,101
NM_001318936,77
NM_003092,76
NM_003942,86
NM_001322230,63
NM_021973,79
NM_001257268,76
NM_001009555,92
NM_206998,80
NM_001270482,117
NM_002814,78
NM_175932,85
NM_001316341,72
NM_138369,105
NM_001320412,87
NM_005711,98
NM_014503,100
NM_001029955,82
NM_018659,80
NM_004688,84
NM_001282866,74
NM_018396,112
NM_001329224,69
NM_002367,85
NM_004705,77
NM_003696,64
NM_004738,118
NM_003574,114
NM_153240,89
NM_003774,101
NM_000272,94
NM_001005216,80
NM_178561,77
NM_015102,101
NM_001902,119
NM_006095,62
NM_001001998,96
NM_001007534,106
NM_001659,107
NM_001024227,96
NM_001663,94
NM_001662,86
NM_020474,82
NM_130810,71
NM_001202560,131
NM_001278322,84
NM_004482,116
NM_014801,69
NM_032319,83
NM_005953,71
NM_002062,97
NM_033118,105
NM_182493,86
NM_001078170,89
NM_000334,137
NM_024334,104
NM_198512,101
NM_001123363,80
NM_182588,80
NM_152544,105
NM_001172223,74
NM_145654,126
NM_001164463,80
NM_152391,74
NM_001040125,83
NM_025078,79
NM_012419,72
NM_014700,117
NM_144612,NaN
NM_001002814,76
NM_133447,96
NM_001330177,84
NM_015470,99
NM_001317841,60
NM_080574,95
NM_178466,66
NM_130852,101
NM_145256,66
NM_001206987,86
NM_024109,68
NM_001024678,111
NM_001251830,98
NM_032366,86
NM_001347934,79
NM_001123364,NaN
NM_004637,91
NM_020888,109
NM_001199629,94
NM_198443,91
NM_032229,93
NM_022168,74
NM_001004329,98
NM_018477,73
NM_001301228,117
NM_002129,86
NM_001313893,96
NM_001354434,69
NM_007236,103
NM_001013625,127
NM_145205,111
NM_032038,102
NM_002865,113
NM_182538,103
NM_001195790,NaN
NM_019087,65
NM_025047,94
NM_001329608,109
NM_001013660,106
NM_001318810,98
NM_019613,82
NM_178483,90
NM_005139,119
NM_000972,80
NM_005763,110
NM_014786,113
NM_001289036,75
NM_012310,100
NM_004565,103
NM_001199570,100
NM_003388,93
NM_001247997,84
NM_001163391,110
NM_001297760,134
NM_018638,72
NM_024692,101
NM_002432,92
NM_173620,88
NM_018341,84
NM_001330159,69
NM_001220493,100
NM_001256030,77
NM_032117,76
NM_000610,70
NM_001777,80
NM_012113,112
NM_198584,75
NM_001302753,76
NM_001217,106
NM_001978,35
NM_001322407,27
NM_001348440,71
NM_007045,117
NM_001017980,72
NM_000209,100
NM_001294338,69
NM_017817,83
NM_001321617,109
NM_001134649,39
NM_001282958,90
NM_005647,89
NM_033284,81
NM_001308053,89
NM_001010897,78
NM_004249,79
NM_001135663,109
NM_001146040,101
NM_173543,76
NM_001199671,67
NM_001172285,105
NM_024763,90
NM_032228,88
NM_005735,71
NM_005736,75
NM_001271783,83
NM_018034,78
NM_032856,73
NM_024536,76
NM_001303096,44
NM_018093,118
NM_001317062,80
NM_024908,76
NM_033131,111
NM_001348233,85
NM_173465,91
NM_001171876,72
NM_173474,67
NM_002718,114
NM_001290221,115
NM_001323565,77
NM_144968,97
NM_000903,82
NM_016329,88
NM_001029880,78
NM_007361,89
NM_001350529,60
NM_022044,75
NM_001322267,85
NM_012469,97
NM_001042459,75
NM_001351346,78
NM_001346413,71
NM_001004741,NaN
NM_001297750,79
NM_016509,108
NM_181573,106
NM_017839,99
NM_001136015,90
NM_018197,94
NM_005028,113
NM_152283,51
NM_024779,119
NM_003559,84
NM_145901,83
NM_033132,75
NM_001242638,54
NM_152316,103
NM_001017368,100
NM_173689,105
NM_003240,86
NM_020997,114
NM_183376,100
NM_001080523,NaN
NM_006243,83
NM_001031836,116
NM_001317968,92
NM_001025604,79
NM_001329670,63
NM_198841,91
NM_000258,112
NM_001256497,77
NM_001282606,117
NM_001303111,99
NM_004580,106
NM_004163,107
NM_007129,91
NM_015264,100
NM_020242,110
NM_001287036,75
NM_015989,91
NM_001330989,106
NM_001244584,112
NM_005230,72
NM_001243597,100
NM_001114123,76
NM_001206997,70
NM_001318915,73
NM_001184880,78
NM_020341,120
NM_001276718,98
NM_153335,86
NM_001206864,90
NM_001128168,89
NM_000371,120
NM_138333,57
NM_001331088,107
NM_001170781,114
NM_138424,138
NM_001129765,81
NM_002237,102
NM_012283,NaN
NM_133329,106
NM_172347,75
NM_025152,104
NM_079420,95
NM_182614,99
NM_001004701,NaN
NM_001080497,46
NM_001282150,81
NM_001001955,92
NM_138363,102
NM_001037731,NaN
NM_001621,91
NM_001037499,NaN
NM_001037730,NaN
NM_001037498,NaN
NM_016453,99
NM_001037497,105
NM_006713,69
NM_001006117,87
NM_019845,93
NM_001098672,75
NM_001345994,65
NM_001136493,107
NM_001346880,112
NM_005189,76
NM_203347,85
NM_007329,105
NM_144696,90
NM_001098512,72
NM_006807,102
NM_020536,75
NM_006259,105
NM_001320143,114
NM_001001791,100
NM_022648,84
NM_001013630,NaN
NM_032865,83
NM_018140,102
NM_001037160,91
NM_001036645,92
NM_001330347,78
NM_144772,60
NM_018210,78
NM_005416,79
NM_020182,53
NM_001005197,NaN
NM_001005470,NaN
NM_001105539,76
NM_001002917,NaN
NM_033448,87
NM_015694,74
NM_018011,95
NM_001136194,49
NM_001099456,NaN
NM_001256368,112
NM_001009609,88
NM_001178065,100
NM_173680,77
NM_012121,85
NM_005185,101
NM_207397,59
NM_001322046,73
NM_145262,105
NM_138705,97
NM_017422,114
NM_033429,116
NM_001284501,49
NM_001164436,94
NM_207386,NaN
NM_001282477,119
NM_001286401,92
NM_183013,87
NM_212558,90
NM_017727,111
NM_002048,73
NM_004375,93
NM_001083613,91
NM_001258243,62
NM_001267616,86
NM_078470,123
NM_201433,85
NM_005694,74
NM_001355017,69
NM_001347901,75
NM_181780,80
NM_152345,87
NM_030816,100
NM_033121,85
NM_001005198,NaN
NM_022831,82
NM_024743,91
NM_001105677,NaN
NM_001252274,119
NM_006207,88
NM_021103,121
NM_001165258,114
NM_176869,81
NM_021129,93
NM_024717,NaN
NM_001012642,94
NM_018349,78
NM_015613,87
NM_144607,73
NM_005868,86
NM_016553,87
NM_001242329,NaN
NM_001256410,86
NM_001001657,NaN
NM_001627,73
NM_003290,98
NM_001349736,101
NM_001301227,78
NM_001330351,97
NM_001136482,71
NM_001256302,93
NM_032301,71
NM_173793,46
NM_144611,75
NM_153253,72
NM_012182,84
NM_012164,53
NM_017909,69
NM_022039,111
NM_018998,77
NM_001289922,56
NM_003243,88
NM_001308126,100
NM_001306210,72
NM_001014763,101
NM_001354459,72
NM_001030059,92
NM_032728,75
NM_203453,69
NM_005871,94
NM_001346817,78
NM_001166417,96
NM_006441,120
NM_001632,96
NM_022104,118
NM_016131,115
NM_001320768,96
NM_001215,88
NM_001355235,NaN
NM_004817,75
NM_001267560,68
NM_144609,114
NM_001330239,87
NM_001164579,77
NM_001330182,101
NM_001008709,71
NM_017506,62
NM_016322,94
NM_025059,87
NM_002703,69
NM_001033549,75
NM_001329114,81
NM_001017995,72
NM_003320,87
NM_014631,105
NM_198273,121
NM_016333,86
NM_001278579,98
NM_016286,68
NM_019015,86
NM_212551,112
NM_001138,92
NM_194286,109
NM_001308115,79
NM_006166,49
NM_001130675,118
NM_033495,82
NM_199350,103
NM_001352687,113
NM_001173988,105
NM_003069,63
NM_003070,66
NM_001271507,85
NM_001128844,83
NM_030903,NaN
NM_012230,85
NM_001080468,74
NM_198181,68
NM_001267536,68
NM_001258345,103
NM_018324,68
NM_198317,80
NM_002037,97
NM_001001413,98
NM_001304388,76
NM_001310153,68
NM_004161,79
NM_000113,77
NM_003175,94
NM_001827,128
NM_001134693,98
NM_033083,81
NM_001762,121
NM_000263,75
NM_006584,108
NM_198184,93
NM_001097594,76
NM_001097604,76
NM_001321553,96
NM_001278587,40
NM_001040451,76
NM_001037442,96
NM_017987,91
NM_004001,96
NM_001267818,76
NM_001136219,95
NM_001014445,97
NM_013341,77
NM_005414,80
NM_014736,83
NM_001292018,104
NM_032343,97
NM_004227,87
NM_017457,66
NM_001318024,97
NM_004997,112
NM_001383,73
NM_001319170,52
NM_001145077,97
NM_020884,85
NM_144636,36
NM_001141972,80
NM_001346386,65
NM_001164737,114
NM_001085382,94
NM_006408,73
NM_176813,101
NM_138793,59
NM_001033953,97
NM_133471,122
NM_001102608,73
NM_001823,64
NM_001824,72
NM_020375,108
NM_001271368,79
NM_001012414,84
NM_000277,81
NM_033179,NaN
NM_004394,88
NM_001319943,117
NM_033180,100
NM_001920,96
NM_001244949,69
NM_000788,114
NM_001318890,129
NM_005622,67
NM_001252634,75
NM_005215,77
NM_018087,115
NM_207321,91
NM_001293725,63
NM_022121,98
NM_001123040,74
NM_002894,104
NM_001329585,64
NM_019843,75
NM_003478,120
NM_001129889,85
NM_001168370,84
NM_003592,87
NM_001324376,94
NM_003590,78
NM_005762,94
NM_012101,77
NM_007254,104
NM_031891,69
NM_005082,97
NM_003449,109
NM_022124,97
NM_006368,84
NM_001083965,87
NM_177980,98
NM_001656,137
NM_013280,80
NM_022817,91
NM_002616,84
NM_015488,121
NM_001130440,71
NM_014236,73
NM_023073,76
NM_004649,100
NM_152282,106
NM_001220500,66
NM_016485,102
NM_182710,113
NM_001655,81
NM_007067,69
NM_001311313,124
NM_018441,113
NM_005811,76
NM_024299,96
NM_004962,106
NM_181656,101
NM_005005,105
NM_080738,91
NM_198969,79
NM_006813,96
NM_017761,107
NM_001005741,79
NM_016544,70
NM_173470,119
NM_173489,103
NM_007237,102
NM_012344,80
NM_001256799,46
NM_194283,78
NM_002531,86
NM_001318043,86
NM_080664,109
NM_058222,82
NM_001017526,101
NM_001319850,86
NM_001164741,91
NM_001030055,93
NM_013427,74
NM_015259,92
NM_004308,73
NM_022767,75
NM_001129891,129
NM_001039762,79
NM_014712,75
NM_022117,68
NM_000949,95
NM_001126063,107
NM_003407,109
NM_005836,88
NM_005873,68
NM_032323,109
NM_015893,NaN
NM_001004706,NaN
NM_001123355,123
NM_003461,112
NM_014518,75
NM_001278408,93
NM_007193,118
NM_001003954,112
NM_153015,66
NM_213608,76
NM_031310,102
NM_178134,NaN
NM_152446,133
NM_014278,82
NM_032795,126
NM_146388,91
NM_015950,101
NM_001282275,78
NM_032391,103
NM_001351738,79
NM_001350317,95
NM_001289394,64
NM_153834,84
NM_031420,114
NM_030972,92
NM_001161425,103
NM_001031721,97
NM_001697,124
NM_001199324,97
NM_025040,97
NM_005560,113
NM_017409,103
NM_001012662,69
NM_001318042,83
NM_001320267,92
NM_000341,108
NM_001688,107
NM_001353828,54
NM_006876,105
NM_001123375,NaN
NM_004095,85
NM_003732,93
NM_004096,82
NM_206893,97
NM_017716,100
NM_022360,111
NM_001261828,88
NM_001098835,80
NM_004282,108
NM_004281,80
NM_001349286,60
NM_004639,74
NM_033427,124
NM_004874,77
NM_001314026,77
NM_003679,84
NM_001412,65
NM_002351,67
NM_001005236,NaN
NM_033046,99
NM_001193460,75
NM_012228,115
NM_001320643,80
NM_001006607,NaN
NM_199340,100
NM_020802,91
NM_001039933,110
NM_004527,61
NM_005924,65
NM_001783,85
NM_014460,104
NM_003052,109
NM_001137675,94
NM_001319138,78
NM_001242704,NaN
NM_001352815,83
NM_001290002,112
NM_005401,76
NM_004124,89
NM_001039771,116
NM_024697,56
NM_173519,67
NM_001258415,79
NM_001161454,74
NM_152381,78
NM_004052,88
NM_005390,83
NM_001308963,104
NM_001130105,114
NM_005870,71
NM_001350197,108
NM_152365,74
NM_013236,107
NM_001001821,NaN
NM_020369,59
NM_001077182,83
NM_003088,94
NM_003673,125
NM_015969,88
NM_001144944,79
NM_001303047,79
NM_017769,96
NM_001825,107
NM_015993,91
NM_001349660,73
NM_181620,80
NM_001164434,80
NM_178840,86
NM_022100,105
NM_001013734,100
NM_001145014,118
NM_001319302,95
NM_001001827,NaN
NM_145058,75
NM_014781,116
NM_176821,104
NM_194294,110
NM_001032283,68
NM_002164,116
NM_153498,112
NM_006295,86
NM_001277126,72
NM_033195,87
NM_001393,100
NM_001202858,104
NM_144972,115
NM_144775,101
NM_018194,100
NM_005359,76
NM_002024,85
NM_019058,85
NM_015187,103
NM_013401,76
NM_173506,101
NM_175054,97
NM_198276,75
NM_014400,75
NM_001321235,89
NM_198137,NaN
NM_004537,109
NM_021963,107
NM_020547,115
NM_005969,111
NM_053054,86
NM_172095,108
NM_178019,81
NM_001006617,100
NM_001254749,74
NM_001204424,131
NM_001350113,72
NM_001556,94
NM_002922,92
NM_002923,112
NM_144488,51
NM_001102450,90
NM_003835,104
NM_020531,91
NM_198532,87
NM_001039496,74
NM_024776,78
NM_007284,111
NM_001167928,88
NM_152784,42
NM_001130957,70
NM_001320334,84
NM_024764,73
NM_001197,77
NM_001145313,71
NM_014931,91
NM_020154,108
NM_015973,121
NM_020208,68
NM_003004,105
NM_003708,86
NM_172037,89
NM_198471,95
NM_152443,99
NM_001256877,107
NM_207348,74
NM_021192,NaN
NM_005967,53
NM_133328,132
NM_001122646,70
NM_014908,98
NM_002345,82
NM_019120,74
NM_032623,90
NM_001079858,82
NM_172070,NaN
NM_019069,108
NM_001102470,92
NM_001924,104
NM_152334,94
NM_004642,82
NM_005851,84
NM_152792,122
NM_001350748,97
NM_006184,65
NM_181599,88
NM_014686,75
NM_020313,111
NM_001271969,50
NM_003463,108
NM_003757,89
NM_032611,91
NM_080391,101
NM_001350984,107
NM_152736,127
NM_007176,92
NM_145238,110
NM_145914,47
NM_181846,95
NM_001012455,74
NM_001719,98
NM_153046,94
NM_006139,100
NM_001345891,82
NM_013381,83
NM_015971,104
NM_001771,113
NM_031902,114
NM_005533,74
NM_001242,102
NM_001261453,77
NM_001199085,71
NM_001291737,95
NM_170744,100
NM_024527,98
NM_004232,98
NM_013262,99
NM_001145373,99
NM_007011,104
NM_138340,92
NM_032604,108
NM_001320126,90
NM_006191,87
NM_022060,125
NM_016006,119
NM_001242397,71
NM_001144927,99
NM_020345,104
NM_017676,87
NM_001345918,121
NM_003955,69
NM_000840,64
NM_003791,96
NM_001198801,84
NM_001172705,NaN
NM_182917,76
NM_017629,66
NM_175734,59
NM_030581,113
NM_000370,126
NM_001077482,126
NM_001447,104
NM_005245,105
NM_002086,89
NM_025217,108
NM_024518,132
NM_005310,68
NM_002784,97
NM_001031850,97
NM_001290042,28
NM_002780,97
NM_002781,97
NM_018244,118
NM_021016,97
NM_001085372,76
NM_006905,97
NM_006897,88
NM_022658,80
NM_001355476,NaN
NM_001199864,101
NM_018953,80
NM_014620,47
NM_153693,94
NM_004357,104
NM_001206841,95
NM_001005224,NaN
NM_014188,64
NM_014266,108
NM_016200,88
NM_152230,113
NM_001282484,120
NM_145111,92
NM_022804,73
NM_001277348,107
NM_001287053,69
NM_173667,65
NM_001005326,NaN
NM_001164479,100
NM_001305388,73
NM_001005484,NaN
NM_001310140,104
NM_001003806,86
NM_000298,74
NM_052952,72
NM_032888,94
NM_001282494,119
NM_001358413,NaN
NM_016024,94
NM_032012,92
NM_001080456,NaN
NM_007080,76
NM_001943,117
NM_000190,77
NM_032839,86
NM_001114748,75
NM_058190,99
NM_002695,72
NM_004805,111
NM_002696,105
NM_001301129,83
NM_000937,99
NM_021177,103
NM_032940,71
NM_001303269,102
NM_015532,93
NM_021128,92
NM_003689,77
NM_014463,102
NM_006233,68
NM_001278699,87
NM_016946,97
NM_006234,87
NM_000397,83
NM_021147,87
NM_012290,63
NM_001330418,93
NM_001013736,83
NM_152631,83
NM_001350995,75
NM_001024603,99
NM_019050,121
NM_203494,96
NM_201286,103
NM_016335,97
NM_001330066,73
NM_000101,86
NM_001134375,59
NM_006828,90
NM_032204,76
NM_001198799,72
NM_001099402,59
NM_012199,69
NM_024852,50
NM_012154,98
NM_005447,113
NM_025237,110
NM_001303543,101
NM_001291535,84
NM_001286379,75
NM_017848,98
NM_014612,81
NM_139012,81
NM_139021,72
NM_138980,84
NM_002751,83
NM_002969,82
NM_002754,76
NM_001005504,NaN
NM_001099294,105
NM_000860,120
NM_003505,122
NM_001466,78
NM_017412,107
NM_012193,116
NM_003468,103
NM_003506,78
NM_001321293,86
NM_000725,93
NM_000724,64
NM_001320141,115
NM_017947,102
NM_001330117,89
NM_001080512,NaN
NM_001017417,84
NM_001135196,74
NM_001278392,NaN
NM_024532,108
NM_207374,51
NM_032811,84
NM_001318383,77
NM_001145466,101
NM_001204173,65
NM_198152,90
NM_018489,74
NM_152582,84
NM_001025295,65
NM_001278507,77
NM_005323,82
NM_001172288,84
NM_001009,111
NM_173674,80
NM_001185085,106
NM_001025200,92
NM_001005467,NaN
NM_032726,99
NM_001906,110
NM_001291543,84
NM_001005196,NaN
NM_001130964,93
NM_005320,75
NM_005321,89
NM_012378,NaN
NM_001017438,84
NM_004257,101
NM_005322,74
NM_005319,90
NM_001199142,75
NM_018089,86
NM_018463,81
NM_001349145,70
NM_001352786,86
NM_206862,99
NM_006342,83
NM_130469,80
NM_012407,102
NM_175744,104
NM_001318207,56
NM_001190764,NaN
NM_001204210,98
NM_019118,109
NM_152388,112
NM_016183,68
NM_001284259,90
NM_001009924,62
NM_001136534,78
NM_005733,85
NM_002417,86
NM_024871,103
NM_018960,84
NM_001004686,65
NM_001143995,67
NM_001085377,50
NM_001130849,74
NM_001321927,114
NM_020990,114
NM_181714,84
NM_005061,74
NM_001031713,78
NM_001001956,NaN
NM_017747,107
NM_144499,93
NM_001102386,105
NM_005272,92
NM_001302265,59
NM_001305009,89
NM_001010922,101
NM_138723,82
NM_138621,120
NM_001306168,75
NM_015367,105
NM_138639,84
NM_020683,79
NM_144615,108
NM_206832,100
NM_003145,89
NM_198887,72
NM_024967,70
NM_024341,121
NM_001102651,67
NM_152791,66
NM_024762,93
NM_205842,79
NM_001277093,91
NM_138347,55
NM_002448,74
NM_002449,126
NM_015260,115
NM_144693,121
NM_001145358,84
NM_000967,81
NM_001005285,NaN
NM_016368,69
NM_153707,82
NM_001516,83
NM_001515,67
NM_001142307,94
NM_001037732,93
NM_207118,73
NM_001517,76
NM_001135036,94
NM_001316919,34
NM_001330074,83
NM_152773,103
NM_000692,97
NM_016378,85
NM_152665,64
NM_001319036,107
NM_002590,80
NM_203487,82
NM_001029865,NaN
NM_001317980,94
NM_001348700,63
NM_000999,69
NM_001000,85
NM_015414,105
NM_032420,52
NM_006116,115
NM_007209,105
NM_001007074,119
NM_000989,91
NM_001098577,128
NM_134323,78
NM_005646,NaN
NM_145814,97
NM_000633,107
NM_000059,68
NM_012068,82
NM_001675,99
NM_006856,100
NM_007348,112
NM_001288645,79
NM_001287510,110
NM_001256090,54
NM_001330288,124
NM_001013626,79
NM_003074,114
NM_001211,124
NM_003352,96
NM_001256165,87
NM_001286416,79
NM_006937,107
NM_001349115,134
NM_001002255,108
NM_001300980,90
NM_001278926,85
NM_019004,91
NM_001168374,88
NM_013302,118
NM_012388,85
NM_001199322,79
NM_016547,53
NM_212550,106
NM_001282437,91
NM_001242335,95
NM_001001933,82
NM_020204,47
NM_080622,73
NM_020774,82
NM_080875,111
NM_198715,95
NM_022371,86
NM_001317836,106
NM_001011713,131
NM_001085411,NaN
NM_003782,114
NM_018018,79
NM_080605,82
NM_001172702,79
NM_001278387,111
NM_020981,109
NM_003783,103
NM_018976,79
NM_199072,NaN
NM_001349382,104
NM_001080442,NaN
NM_001256312,112
NM_001352385,66
NM_156039,114
NM_000275,99
NM_005409,83
NM_001565,93
NM_006419,86
NM_001291829,52
NM_004887,82
NM_198477,95
NM_022059,82
NM_001303427,89
NM_001105562,68
NM_004788,96
NM_001004481,NaN
NM_001001961,NaN
NM_021072,71
NM_020897,65
NM_001194,71
NM_001004483,NaN
NM_001100159,93
NM_024571,74
NM_006857,109
NM_004822,88
NM_004559,84
NM_003651,80
NM_198679,110
NM_148887,67
NM_001291964,80
NM_001351725,96
NM_152793,69
NM_001284223,107
NM_198506,106
NM_021967,107
NM_001098531,93
NM_001324062,111
NM_001002034,94
NM_001010917,115
NM_001281469,83
NM_000954,138
NM_001282652,70
NM_001005182,NaN
NM_005601,65
NM_012110,131
NM_024426,NaN
NM_017946,87
NM_001039840,85
NM_177455,82
NM_001939,37
NM_001172435,121
NM_000285,119
NM_001329214,113
NM_001199198,108
NM_001318098,87
NM_032153,82
NM_144628,109
NM_033257,65
NM_003413,102
NM_173551,97
NM_003412,102
NM_003327,97
NM_015594,99
NM_001039397,88
NM_023934,87
NM_144572,NaN
NM_001324115,103
NM_000180,100
NM_001522,89
NM_001172109,83
NM_020654,85
NM_015571,124
NM_152699,91
NM_015670,90
NM_021627,79
NM_001267595,78
NM_015380,88
NM_001318819,77
NM_001318234,76
NM_145176,82
NM_001270439,87
NM_001844,101
NM_001127582,112
NM_032329,131
NM_005718,96
NM_058180,104
NM_198219,108
NM_001564,107
NM_019071,95
NM_001137601,70
NM_000131,94
NM_022978,107
NM_001301056,104
NM_014909,67
NM_001080493,74
NM_054028,95
NM_001004466,NaN
NM_001185098,113
NM_003670,65
NM_001282864,56
NM_001201552,71
NM_014991,103
NM_052950,111
NM_020830,119
NM_001244710,95
NM_005110,76
NM_024693,104
NM_001319958,67
NM_001002030,115
NM_016141,111
NM_033068,NaN
NM_001111035,45
NM_001323625,103
NM_001004318,113
NM_004300,113
NM_001350251,64
NM_024700,84
NM_000169,112
NM_031457,95
NM_001286233,65
NM_052885,69
NM_001039707,79
NM_014406,64
NM_030777,97
NM_144698,86
NM_001354587,78
NM_181726,88
NM_001164443,75
NM_001004328,101
NM_001304459,66
NM_002482,92
NM_021939,98
NM_182569,81
NM_016466,111
NM_006319,62
NM_001321703,90
NM_181659,90
NM_144649,108
NM_147223,87
NM_001318240,80
NM_001199620,73
NM_001145260,99
NM_001348149,89
NM_206953,86
NM_001352680,94
NM_018279,75
NM_001166118,66
NM_052935,112
NM_001005494,NaN
NM_013324,101
NM_005481,88
NM_032440,123
NM_001349712,110
NM_001728,112
NM_012301,80
NM_177938,106
NM_031890,90
NM_001177665,89
NM_002434,75
NM_001080554,40
NM_001128304,90
NM_001321245,110
NM_144688,51
NM_198998,96
NM_012254,95
NM_021619,75
NM_001017372,75
NM_032152,92
NM_032016,104
NM_024330,71
NM_022436,101
NM_139168,106
NM_016331,80
NM_001252612,86
NM_001290768,62
NM_016282,98
NM_001319139,92
NM_001287801,78
NM_001282201,95
NM_001350888,104
NM_001281,81
NM_012093,74
NM_001005353,115
NM_001184691,75
NM_001204406,107
NM_182833,75
NM_000916,78
NM_007289,92
NM_001330669,85
NM_001199054,86
NM_002893,118
NM_005373,85
NM_004643,111
NM_005337,91
NM_000808,101
NM_001272071,95
NM_207413,89
NM_001004457,NaN
NM_012363,NaN
NM_017847,96
NM_001130009,107
NM_198458,75
NM_005175,106
NM_006494,91
NM_001243428,92
NM_001076678,75
NM_024814,85
NM_004447,89
NM_170600,99
NM_001330372,99
NM_004450,71
NM_015393,77
NM_032330,88
NM_022373,70
NM_014685,66
NM_138820,114
NM_207440,91
NM_001190706,98
NM_001141,107
NM_014618,72
NM_001001502,87
NM_001190452,105
NM_001136019,102
NM_001190489,98
NM_001282759,95
NM_004593,92
NM_001190476,98
NM_005568,75
NM_005468,118
NM_005069,88
NM_014893,108
NM_000345,80
NM_020344,86
NM_001199509,106
NM_004829,76
NM_004727,89
NM_001146288,97
NM_032352,79
NM_203304,NaN
NM_145298,95
NM_032246,69
NM_016626,62
NM_001093725,NaN
NM_016027,139
NM_004208,102
NM_153461,81
NM_033637,82
NM_001701,87
NM_001198819,61
NM_080878,91
NM_017625,93
NM_199037,95
NM_014339,93
NM_001171155,100
NM_001165963,83
NM_001304428,81
NM_030636,97
NM_003019,79
NM_015030,106
NM_001005213,NaN
NM_000542,92
NM_001301828,57
NM_019896,111
NM_001317956,85
NM_033261,91
NM_001102566,83
NM_153042,109
NM_000883,54
NM_031309,81
NM_001040653,83
NM_033129,67
NM_015509,114
NM_024121,88
NM_032508,88
NM_152376,108
NM_183008,91
NM_052951,85
NM_170743,113
NM_145049,121
NM_001926,96
NM_032040,87
NM_001100631,89
NM_001099852,88
NM_001300891,NaN
NM_001306072,NaN
NM_001310134,NaN
NM_001310154,84
NM_025190,77
NM_015458,79
NM_017677,87
NM_004686,78
NM_004685,83
NM_004687,105
NM_021090,73
NM_001243571,80
NM_001353990,65
NM_021120,90
NM_014435,88
NM_183422,103
NM_198057,124
NM_014779,88
NM_030935,82
NM_001199206,NaN
NM_033449,104
NM_014824,141
NM_176895,105
NM_004789,86
NM_001355613,105
NM_001004441,85
NM_006373,85
NM_000214,72
NM_001004458,NaN
NM_001079827,66
NM_001350932,119
NM_005879,85
NM_014445,93
NM_207103,64
NM_002478,62
NM_001346100,69
NM_001321018,116
NM_194249,105
NM_016341,106
NM_001193471,83
NM_004747,72
NM_001243646,71
NM_001080413,NaN
NM_006533,110
NM_001184986,118
NM_003500,96
NM_181503,113
NM_001034194,86
NM_001122957,96
NM_002458,104
NM_014285,104
NM_016042,101
NM_001318365,47
NM_058219,65
NM_015004,107
NM_019037,107
NM_020158,70
NM_001127380,93
NM_207517,94
NM_000956,93
NM_033110,101
NM_001288608,75
NM_005057,92
NM_003323,94
NM_003324,81
NM_001017916,80
NM_003322,72
NM_002269,63
NM_020245,106
NM_003501,112
NM_001164537,48
NM_002508,102
NM_002511,88
NM_001039706,83
NM_032134,92
